YEAR	MONTH	F SCALE	FATALITIES	LENGTH (MI)	WIDTH (YD)
1957	4	1	0	0.5	33
1957	4	0	0	2.5	120
1957	4	1	0	2.5	100
1957	4	2	0	1	23
1957	5	1	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	1	0	8.3	67
1957	5	1	0	1	50
1957	5	0	0	0.7	17
1957	5	2	0	1.5	23
1957	5	0	0	0.3	10
1957	5	2	0	9.3	150
1957	5	2	0	9.9	120
1957	5	1	0	1.5	10
1957	5	0	0	0.1	10
1957	5	1	0	2.7	200
1957	5	0	0	0.1	10
1957	5	1	0	0.2	17
1957	5	1	0	0.2	17
1957	5	2	0	0.1	10
1957	5	1	0	0.1	10
1957	5	2	0	0.1	10
1957	5	1	0	0.1	10
1957	5	1	0	7.4	33
1957	5	2	0	1	30
1957	5	0	0	0.1	10
1957	5	2	0	1	77
1957	5	2	0	2	200
1957	5	1	0	6.8	10
1957	5	1	0	0.1	10
1957	5	2	0	0.1	50
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	1	0	4.3	200
1957	5	3	0	14.7	880
1957	5	0	0	0.1	10
1957	5	1	0	0.1	10
1957	5	3	1	17.5	63
1957	5	0	0	0.1	10
1957	5	2	0	2	400
1957	5	1	0	0.2	10
1957	5	1	0	0.2	10
1957	5	1	0	0.2	10
1957	5	0	0	0.2	10
1957	5	1	0	2	10
1957	5	1	0	0.1	10
1957	5	1	0	0.1	250
1957	5	2	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	2	10
1957	5	1	0	8	10
1957	5	0	0	0.1	10
1957	5	1	0	0.1	10
1957	5	1	0	0.1	500
1957	5	3	0	10.2	50
1957	5	3	0	1	10
1957	5	1	0	0.1	10
1957	5	2	0	2	10
1957	5	0	1	4.1	100
1957	5	4	21	17	300
1957	5	2	0	2	17
1957	5	1	0	6.9	200
1957	5	1	0	0.2	10
1957	5	1	0	4.3	127
1957	5	0	0	0.1	10
1957	5	1	0	13.5	440
1957	5	0	0	0.1	150
1957	5	2	0	39.3	200
1957	5	1	0	3.3	20
1957	5	1	0	3.3	20
1957	5	1	0	4.3	20
1957	5	1	0	4.3	20
1957	5	2	0	0.1	10
1957	5	0	0	0.1	10
1957	5	1	0	0.1	10
1957	5	1	0	1.7	10
1957	5	2	0	5.1	67
1957	5	1	0	2	10
1957	5	0	0	70.1	10
1957	5	0	0	1	300
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	1	0	5.7	300
1957	5	0	0	0.1	10
1957	5	1	0	2.7	300
1957	5	0	0	0.1	10
1957	5	4	0	44.6	400
1957	5	2	0	0.1	10
1957	5	2	0	0.1	10
1957	5	2	0	0.1	10
1957	5	3	0	6.1	10
1957	5	1	0	0.1	10
1957	5	1	0	0.1	10
1957	5	2	0	75.3	10
1957	5	2	0	9.8	200
1957	5	2	0	18.2	10
1957	5	0	0	0.5	100
1957	5	2	0	23.9	10
1957	5	1	0	0.5	100
1957	5	2	0	0.1	10
1957	5	2	0	0.1	10
1957	5	0	0	1	100
1957	5	5	44	69.4	440
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	1	0	3.6	500
1957	5	2	0	12.8	33
1957	5	3	0	5.6	10
1957	5	0	0	0.1	10
1957	5	1	0	0.1	10
1957	5	1	0	0.1	10
1957	5	1	0	0.1	10
1957	5	3	0	20.4	200
1957	5	1	0	3.8	300
1957	5	4	0	9.2	100
1957	5	3	0	10.2	440
1957	5	2	0	14.5	500
1957	5	1	0	13	33
1957	5	1	0	0.2	17
1957	5	3	8	22.2	400
1957	5	2	0	19.7	150
1957	5	4	7	9.1	500
1957	5	2	0	8.9	100
1957	5	2	0	3.6	150
1957	5	2	0	5.1	500
1957	5	2	0	7.4	400
1957	5	3	0	8.5	200
1957	5	3	0	13.7	120
1957	5	2	0	0.1	10
1957	5	1	0	23.7	33
1957	5	1	0	0.1	10
1957	5	2	0	0.8	440
1957	5	0	0	0.1	10
1957	5	2	0	14.7	10
1957	5	0	0	2	23
1957	5	1	0	0.1	10
1957	5	0	0	2	10
1957	5	2	0	2	50
1957	5	1	0	0.1	100
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	1	0	0.1	10
1957	5	1	0	8	100
1957	5	1	0	4.1	33
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	3	0	4.1	200
1957	5	1	0	2	200
1957	5	2	0	0.4	33
1957	5	0	0	0.1	50
1957	5	2	0	4.6	880
1957	5	1	0	0.5	150
1957	5	0	0	0.5	440
1957	5	3	0	5.2	27
1957	5	2	0	36.5	37
1957	5	1	0	0.1	10
1957	5	2	0	70.1	33
1957	5	0	0	0.5	50
1957	5	0	0	1	10
1957	5	3	0	1.9	200
1957	5	3	0	37.3	200
1957	5	1	0	10.5	10
1957	5	0	0	0.3	50
1957	5	0	0	0.5	10
1957	5	3	0	1.5	83
1957	5	1	0	2.5	13
1957	5	1	0	0.1	10
1957	5	1	0	4	10
1957	5	1	0	0.1	10
1957	5	1	0	0.4	10
1957	5	1	0	9.7	10
1957	5	1	0	0.1	10
1957	5	4	4	21.6	880
1957	5	2	0	30.8	440
1957	5	2	0	2	10
1957	5	1	0	0.1	10
1957	5	0	0	0.1	10
1957	5	1	0	0.1	10
1957	5	2	0	0.1	10
1957	5	1	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	1	0	1	10
1957	5	2	0	2.5	10
1957	5	0	0	10.8	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	2	0	1	200
1957	5	1	0	0.1	10
1957	5	1	0	11.5	150
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	0.5	10
1957	5	1	0	0.7	20
1957	5	1	0	0.1	10
1957	5	0	0	0.1	10
1957	5	2	0	15.6	400
1957	5	1	0	0.5	50
1957	5	0	0	4.1	1000
1957	5	2	0	9.3	800
1957	5	1	0	1	200
1957	5	0	0	0.1	10
1957	5	1	0	0.1	10
1957	5	1	0	1.5	50
1957	5	1	0	6.1	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	5	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	2	0	9.1	10
1957	5	0	0	0.1	10
1957	5	1	0	0.1	10
1957	5	0	0	0.1	10
1957	5	2	0	1.3	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	3.6	150
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	5	0	0	0.1	10
1957	6	1	0	0.1	10
1957	6	1	0	0.1	400
1957	6	0	0	2	200
1957	6	1	0	0.1	10
1957	6	1	0	0.1	10
1957	6	1	0	4.3	10
1957	6	1	0	0.1	40
1957	6	0	0	0.2	10
1957	6	2	0	0.1	33
1957	6	1	0	0.1	50
1957	6	2	0	6.4	27
1957	6	0	0	0.1	10
1957	6	2	0	0.9	33
1957	6	2	0	0.1	23
1957	6	1	0	1	33
1957	6	1	0	0.1	10
1957	6	0	0	0.1	10
1957	6	3	0	1	10
1957	6	2	0	0.1	10
1957	6	2	0	0.1	10
1957	6	0	0	0.1	10
1957	6	1	0	0.2	10
1957	6	2	0	42.3	10
1957	6	0	0	0.1	10
1957	6	1	0	0.1	10
1957	6	1	0	0.1	10
1957	6	2	0	0.5	100
1957	6	2	0	1.9	10
1957	6	0	0	0.2	60
1957	6	1	0	0.2	100
1957	6	2	0	0.2	70
1957	6	0	0	0.1	10
1957	6	1	0	6.8	440
1957	6	1	0	6.8	10
1957	6	1	0	8.4	10
1957	6	3	0	0.1	10
1957	6	1	0	0.1	10
1957	6	0	0	0.2	10
1957	6	0	0	1	10
1957	6	0	0	0.1	10
1957	6	1	0	0.1	10
1957	6	1	0	0.1	10
1957	6	0	0	0.1	10
1957	6	0	0	0.3	33
1957	6	0	0	0.1	10
1957	6	0	0	0.1	10
1957	6	1	0	2.3	10
1957	6	2	0	1	27
1957	6	1	0	0.1	10
1957	6	2	0	4.5	440
1957	6	1	0	0.3	10
1957	6	1	0	23	10
1957	6	1	0	0.1	10
1957	6	1	0	0.5	300
1957	6	1	0	0.2	20
1957	6	2	0	18.5	10
1957	6	2	0	1.9	10
1957	6	4	2	4.3	220
1957	6	1	0	1	83
1957	6	1	0	1	50
1957	6	1	0	7.8	100
1957	6	3	0	0.1	10
1957	6	2	0	0.1	10
1957	6	1	0	0.5	10
1957	6	1	0	6.2	10
1957	6	3	0	14.3	10
1957	6	3	0	2	10
1957	6	1	0	0.2	20
1957	6	1	0	6.8	10
1957	6	1	0	0.1	10
1957	6	2	0	13.2	10
1957	6	1	0	22.1	10
1957	6	1	0	12.8	10
1957	6	2	0	47.6	10
1957	6	1	0	0.1	10
1957	6	0	0	0.1	10
1957	6	0	0	0.1	10
1957	6	0	0	0.1	10
1957	6	2	0	3	500
1957	6	2	0	0.2	77
1957	6	1	0	1	17
1957	6	1	0	0.3	367
1957	6	1	0	0.5	100
1957	6	1	0	1.8	10
1957	6	0	0	0.1	10
1957	6	2	0	2	30
1957	6	5	10	52.4	500
1957	6	0	0	0.1	10
1957	6	2	1	0.1	10
1957	6	1	0	0.1	10
1957	6	3	0	5.4	10
1957	6	1	0	1	100
1957	6	0	0	0.1	10
1957	6	0	0	0.1	10
1957	6	1	0	0.1	10
1957	6	0	0	2.3	100
1957	6	1	0	9	400
1957	6	2	0	19.8	10
1957	6	0	0	0.1	10
1957	6	2	0	0.1	10
1957	6	1	0	10.7	50
1957	6	0	0	1	10
1957	6	2	0	0.1	10
1957	6	1	0	0.1	10
1957	6	0	0	0.1	10
1957	6	1	0	0.5	10
1957	6	0	0	0.1	10
1957	6	0	0	0.1	10
1957	6	1	0	0.1	10
1957	6	1	0	0.1	10
1957	6	0	0	0.5	27
1957	6	1	0	0.1	10
1957	6	1	0	2	13
1957	6	1	0	9.7	10
1957	6	0	0	5.9	10
1957	6	1	0	0.1	10
1957	6	2	0	4.7	50
1957	6	0	0	0.1	10
1957	6	1	0	0.5	33
1957	6	3	1	5.4	50
1957	6	2	0	10	50
1957	6	1	0	7.4	100
1957	6	2	0	2	100
1957	6	0	0	0.1	100
1957	6	2	0	12.8	117
1957	6	2	0	23.2	440
1957	6	2	0	12.1	100
1957	6	1	0	22.3	50
1957	6	2	0	12.3	133
1957	6	2	0	14.5	133
1957	6	1	0	1	10
1957	6	0	0	8.9	167
1957	6	2	0	11.5	200
1957	6	0	0	0.1	10
1957	6	2	0	16.5	100
1957	6	1	0	0.1	10
1957	6	1	0	1	10
1957	6	0	0	0.1	10
1957	6	0	0	0.1	10
1957	6	1	0	0.1	20
1957	6	1	0	0.1	10
1957	6	1	0	0.1	10
1957	6	0	0	0.1	10
1957	6	1	0	0.1	10
1957	6	1	0	2	33
1957	6	2	0	0.1	10
1957	6	0	0	0.1	10
1957	7	0	0	0.1	10
1957	7	2	0	0.1	10
1957	7	2	0	0.1	10
1957	7	2	0	0.1	880
1957	7	0	0	0.1	10
1957	7	1	0	0.2	10
1957	7	1	0	0.1	10
1957	7	1	0	0.1	10
1957	7	1	0	0.1	10
1957	7	1	0	0.8	10
1957	7	0	0	0.1	10
1957	7	1	0	0.1	10
1957	7	2	0	1.3	150
1957	7	1	0	6.1	33
1957	7	2	0	4.9	100
1957	7	2	0	0.1	10
1957	7	1	0	0.1	33
1957	7	2	0	2.7	10
1957	7	4	0	29.9	50
1957	7	2	0	2	200
1957	7	2	0	2	200
1957	7	1	0	1	10
1957	7	1	0	11.3	100
1957	7	0	0	0.1	10
1957	7	2	0	0.5	20
1957	7	1	0	1.5	20
1957	7	2	0	34.2	10
1957	7	0	0	0.1	10
1957	7	1	0	0.1	10
1957	7	0	0	0.1	20
1957	7	1	0	0.1	10
1957	7	1	0	0.1	10
1957	7	0	0	0.1	10
1957	7	0	0	0.1	10
1957	7	2	0	0.1	10
1957	7	2	0	0.1	27
1957	7	0	0	0.5	33
1957	7	0	0	0.1	10
1957	7	1	0	0.1	10
1957	7	0	0	0.1	10
1957	7	2	0	0.1	10
1957	7	3	0	0.1	10
1957	7	1	0	0.1	10
1957	7	1	0	0.1	10
1957	7	1	0	13.8	10
1957	7	1	0	13.8	10
1957	7	3	0	13.8	10
1957	7	0	0	0.1	10
1957	7	0	0	0.1	17
1957	7	2	0	0.1	10
1957	7	0	0	0.1	10
1957	7	0	0	0.8	10
1957	7	0	0	0.1	10
1957	7	1	0	0.2	10
1957	7	1	0	0.1	10
1957	8	3	0	12	10
1957	8	1	0	0.1	10
1957	8	0	0	0.3	10
1957	8	1	0	1.5	50
1957	8	0	0	0.1	10
1957	8	2	0	0.4	100
1957	8	2	0	0.5	10
1957	8	2	0	0.5	33
1957	8	1	0	0.1	10
1957	8	0	0	0.1	10
1957	8	0	0	0.1	10
1957	8	0	0	0.1	10
1957	8	1	0	4.3	880
1957	8	1	0	0.1	133
1957	8	1	0	0.1	10
1957	8	0	0	0.1	10
1957	8	2	0	4.1	1333
1957	8	0	0	0.1	10
1957	8	0	0	0.1	10
1957	8	0	0	0.1	880
1957	9	0	0	0.1	10
1957	9	1	0	1	150
1957	9	4	2	67.5	440
1957	9	2	0	0.5	43
1957	9	0	0	0.1	10
1957	9	0	0	0.1	10
1957	9	1	0	2	30
1957	9	2	0	2.7	50
1957	9	0	0	11.9	100
1957	9	1	0	4.1	10
1957	9	0	0	0.1	10
1957	9	1	0	0.5	150
1957	9	1	0	0.5	150
1957	9	0	0	0.1	10
1957	9	2	0	21.9	33
1957	9	1	0	0.3	200
1957	9	2	0	0.1	10
1957	10	2	0	2	10
1957	10	0	0	0.1	10
1957	10	3	0	8.2	50
1957	10	0	0	0.1	10
1957	10	2	0	1	33
1957	10	2	0	0.5	17
1957	10	3	0	1	10
1957	10	2	0	0.5	200
1957	10	3	1	37.9	100
1957	10	3	0	17.5	77
1957	10	1	0	1	33
1957	10	1	0	0.5	50
1957	10	1	0	1	33
1957	10	0	0	0.1	10
1957	10	0	0	0.1	10
1957	10	3	0	4.3	100
1957	10	2	1	18.3	100
1957	10	2	0	11	100
1957	11	2	0	13.4	100
1957	11	1	0	22.8	50
1957	11	3	0	3.6	50
1957	11	1	0	1	50
1957	11	1	0	0.1	10
1957	11	3	3	13.3	67
1957	11	3	2	3.6	200
1957	11	3	0	1.5	10
1957	11	3	2	31.2	300
1957	11	1	0	4.1	100
1957	11	4	1	12.9	200
1957	11	1	0	0.1	10
1957	11	1	2	2	50
1957	11	3	4	9.2	200
1957	11	1	0	28.8	200
1957	11	2	0	4.7	133
1957	11	1	0	8.7	10
1957	11	1	0	4.1	50
1957	11	1	0	25.7	33
1957	11	3	0	46.9	150
1957	11	2	0	1	33
1957	11	2	0	0.5	33
1957	11	1	0	2	100
1957	11	2	0	0.7	10
1957	11	3	0	7.8	100
1957	11	3	0	1	100
1957	11	2	2	14.8	70
1957	11	1	0	0.1	10
1957	11	4	4	7.2	200
1957	11	1	0	9.2	10
1957	11	2	0	2	50
1957	11	1	0	0.1	10
1957	11	0	0	0.1	10
1957	11	1	0	21.6	27
1957	11	2	0	17.9	50
1957	11	2	0	6.2	50
1957	11	2	0	7.4	10
1957	11	3	0	9	77
1957	11	1	0	28	10
1957	11	1	0	3.3	10
1957	11	1	0	37.3	10
1957	11	2	0	25.3	77
1957	11	2	1	8.2	100
1957	11	1	0	0.1	10
1957	11	1	0	0.1	10
1957	11	2	0	13.9	220
1957	11	1	0	0.1	10
1957	11	2	0	14.5	500
1957	11	1	0	0.1	10
1957	11	1	0	0.1	10
1957	11	1	0	0.1	10
1957	11	4	3	26.1	100
1957	11	2	0	0.1	10
1957	11	1	0	1	33
1957	11	2	0	2	13
1957	11	1	0	4.3	10
1957	11	1	0	0.8	150
1957	11	3	1	1.5	100
1957	11	2	0	1	300
1957	12	0	0	0.1	10
1957	12	1	0	0.3	100
1957	12	2	1	2.7	33
1957	12	3	0	20.2	10
1957	12	2	0	0.5	50
1957	12	3	0	17.7	10
1957	12	2	0	1	10
1957	12	1	0	0.1	10
1957	12	3	0	2.5	10
1957	12	2	0	4.5	10
1957	12	4	1	16.8	250
1957	12	2	0	5.4	10
1957	12	3	0	5.7	10
1957	12	2	0	11.6	200
1957	12	5	1	5.4	200
1957	12	4	11	28.3	300
1957	12	2	0	15.8	700
1957	12	3	0	19.6	200
1957	12	2	0	1	10
1957	12	2	3	0.5	33
1957	12	2	0	1.5	10
1957	12	3	0	4.5	10
1957	12	3	0	2.5	150
1957	12	3	0	19.8	10
1957	12	2	0	0.1	10
1957	12	1	0	3	60
1957	12	4	2	17.7	10
1957	12	1	0	0.1	10
1957	12	3	0	3.8	100
1957	12	2	0	6.6	100
1957	12	2	0	1	67
1957	12	2	0	0.5	100
1957	12	2	0	0.5	10
1957	12	1	0	0.1	10
1957	12	1	0	0.1	10
1957	12	2	0	0.1	10
1957	12	1	0	0.1	10
1957	12	1	0	0.8	33
1958	1	1	0	0.1	10
1958	1	0	0	0.8	60
1958	1	2	0	0.3	33
1958	1	1	0	3.8	300
1958	1	0	0	2	100
1958	1	1	0	0.2	17
1958	1	1	0	0.1	10
1958	1	2	0	1.5	200
1958	1	2	0	0.1	10
1958	1	2	0	3	440
1958	1	2	0	0.3	33
1958	2	0	0	0.1	10
1958	2	2	0	11.3	200
1958	2	1	0	1	67
1958	2	0	0	0.1	10
1958	2	0	0	0.1	20
1958	2	2	0	0.3	50
1958	2	3	8	69.7	60
1958	2	3	1	71	60
1958	2	2	0	23.1	50
1958	2	2	0	5.7	50
1958	2	1	0	11.5	10
1958	2	1	0	95.5	10
1958	2	2	0	28.4	30
1958	2	3	4	29.1	100
1958	2	2	0	20.9	67
1958	2	3	0	0.1	10
1958	2	1	0	0.1	10
1958	2	1	0	12.9	200
1958	2	0	0	0.1	10
1958	2	0	0	0.5	90
1958	3	1	0	1	17
1958	3	2	0	8.2	10
1958	3	1	0	2	200
1958	3	1	0	1.3	17
1958	3	1	0	1.3	33
1958	3	0	0	0.7	33
1958	3	0	0	0.2	10
1958	3	2	0	0.1	10
1958	3	0	0	0.1	10
1958	3	1	0	11.9	150
1958	3	0	0	2.3	33
1958	3	0	0	5.4	33
1958	3	0	0	1	33
1958	3	2	0	2	200
1958	3	0	0	0.1	10
1958	4	1	0	0.2	67
1958	4	1	0	2	20
1958	4	1	0	0.5	30
1958	4	2	0	8.3	200
1958	4	1	0	0.1	10
1958	4	1	0	15.4	880
1958	4	3	1	16.4	333
1958	4	3	0	18.2	300
1958	4	2	0	0.1	10
1958	4	1	0	0.1	10
1958	4	0	0	1	10
1958	4	1	0	6.4	10
1958	4	1	0	37	100
1958	4	0	0	0.1	10
1958	4	3	1	60.5	100
1958	4	1	0	1	20
1958	4	0	0	4.9	100
1958	4	3	0	20.6	100
1958	4	1	0	5.1	80
1958	4	1	0	0.1	80
1958	4	1	0	0.5	100
1958	4	1	0	0.1	50
1958	4	2	1	19.2	100
1958	4	1	0	0.1	10
1958	4	2	0	25.6	100
1958	4	2	0	10.5	50
1958	4	1	0	0.1	10
1958	4	1	0	8.8	200
1958	4	2	0	6.6	10
1958	4	3	0	25.7	100
1958	4	1	0	4.5	50
1958	4	1	0	1	250
1958	4	0	0	2	100
1958	4	2	0	0.1	10
1958	4	1	0	3.3	50
1958	4	4	0	0.1	300
1958	4	1	0	0.5	10
1958	4	3	0	3.6	73
1958	4	3	0	14.8	10
1958	4	1	0	0.8	200
1958	4	0	0	1.3	10
1958	4	1	0	1.3	33
1958	4	1	0	2.7	400
1958	4	1	0	0.1	10
1958	4	1	0	0.5	100
1958	4	1	0	0.1	10
1958	4	1	0	4.9	27
1958	4	1	0	1	27
1958	4	0	0	0.1	10
1958	4	0	0	0.1	10
1958	4	2	0	15.9	440
1958	4	1	0	0.1	10
1958	4	1	0	2	37
1958	4	1	0	3.3	133
1958	4	2	1	17.7	100
1958	4	1	0	0.1	10
1958	4	1	0	0.1	17
1958	4	1	0	0.3	17
1958	4	1	0	0.5	150
1958	4	1	0	0.1	10
1958	4	2	0	0.5	10
1958	4	0	0	45	17
1958	4	2	0	58.7	30
1958	4	2	0	12.6	30
1958	4	2	0	15.4	50
1958	4	0	0	0.1	10
1958	4	2	0	4.7	200
1958	4	1	0	0.1	10
1958	4	1	0	0.5	300
1958	4	3	0	4.9	880
1958	4	1	0	0.3	300
1958	4	2	0	0.5	100
1958	4	0	0	0.1	10
1958	4	1	0	12.1	100
1958	4	1	0	0.1	10
1958	4	2	0	2.3	50
1958	5	2	0	20.8	200
1958	5	2	0	0.3	100
1958	5	1	0	7.4	440
1958	5	1	0	11.5	440
1958	5	1	0	0.1	10
1958	5	3	0	59.2	440
1958	5	2	0	29	133
1958	5	2	0	21	67
1958	5	1	0	21.3	200
1958	5	2	0	5.4	440
1958	5	0	0	0.1	440
1958	5	1	0	0.3	20
1958	5	1	0	75.9	100
1958	5	1	0	1	10
1958	5	1	0	0.2	10
1958	5	2	0	4.7	10
1958	5	1	0	3	150
1958	5	2	0	7.8	200
1958	5	1	0	1.3	50
1958	5	1	0	1.8	50
1958	5	1	0	0.3	100
1958	5	0	0	0.3	33
1958	5	0	0	0.1	10
1958	5	0	0	0.1	10
1958	5	0	0	0.1	10
1958	5	0	0	2.3	33
1958	5	1	0	0.1	10
1958	5	0	0	0.1	10
1958	5	0	0	0.1	10
1958	5	0	0	0.1	10
1958	5	0	0	0.1	10
1958	5	0	0	0.1	10
1958	5	0	0	0.1	10
1958	5	0	0	1.9	880
1958	5	0	0	0.1	10
1958	5	0	0	0.1	10
1958	5	0	0	0.3	880
1958	5	0	0	0.3	17
1958	5	2	0	4.7	83
1958	5	0	0	0.1	10
1958	5	0	0	0.1	10
1958	5	2	0	9	30
1958	5	1	0	2.7	50
1958	5	3	0	59.4	50
1958	5	2	0	1	10
1958	5	2	0	0.1	50
1958	5	0	0	6.9	10
1958	5	1	0	0.1	10
1958	5	0	0	0.1	10
1958	5	1	0	0.1	10
1958	5	1	0	10.4	10
1958	5	2	0	2	100
1958	5	1	0	0.6	700
1958	5	1	0	0.1	150
1958	5	0	0	0.1	10
1958	5	3	0	10.7	10
1958	5	1	0	6.8	33
1958	5	2	0	1.3	10
1958	5	0	0	8.8	10
1958	5	2	0	1	60
1958	5	2	0	4.3	10
1958	5	2	0	1	10
1958	5	2	0	0.1	10
1958	5	3	0	0.3	100
1958	5	2	0	6.4	367
1958	5	2	0	0.5	20
1958	5	0	0	8.8	10
1958	5	1	0	0.1	10
1958	6	1	0	0.1	50
1958	6	2	0	0.5	100
1958	6	2	0	15	50
1958	6	2	0	0.1	10
1958	6	1	0	0.3	200
1958	6	2	0	0.2	17
1958	6	1	0	1	10
1958	6	1	0	1	10
1958	6	2	0	13.3	400
1958	6	1	0	0.1	10
1958	6	0	0	0.1	10
1958	6	0	0	0.1	10
1958	6	5	21	33.7	880
1958	6	4	3	11.1	600
1958	6	1	0	0.1	10
1958	6	3	0	4.3	300
1958	6	4	4	59.2	880
1958	6	2	0	13.8	200
1958	6	1	0	7.3	10
1958	6	1	0	0.5	33
1958	6	3	0	1	50
1958	6	3	0	5	1760
1958	6	1	0	0.1	10
1958	6	1	0	0.5	10
1958	6	2	0	0.1	50
1958	6	1	0	0.1	10
1958	6	2	0	7.1	10
1958	6	1	0	1	10
1958	6	1	0	1	10
1958	6	1	0	0.1	10
1958	6	1	0	0.7	67
1958	6	2	0	0.1	10
1958	6	2	0	0.1	10
1958	6	2	0	0.1	10
1958	6	1	0	0.1	10
1958	6	1	0	0.1	10
1958	6	1	0	1	50
1958	6	0	0	0.2	10
1958	6	0	0	0.2	10
1958	6	4	15	9	300
1958	6	2	0	0.5	33
1958	6	1	0	3.8	10
1958	6	0	0	1	33
1958	6	0	0	0.1	10
1958	6	0	0	0.1	10
1958	6	0	0	0.1	10
1958	6	1	0	0.1	10
1958	6	2	0	0.1	10
1958	6	2	0	0.1	10
1958	6	0	0	0.1	10
1958	6	2	0	0.1	10
1958	6	1	0	1	100
1958	6	0	0	0.1	10
1958	6	0	0	0.1	10
1958	6	1	0	0.1	10
1958	6	1	0	0.1	10
1958	6	0	0	1.5	50
1958	6	2	0	4.3	200
1958	6	2	0	0.1	10
1958	6	1	0	14	200
1958	6	3	0	0.1	10
1958	6	0	0	0.1	10
1958	6	2	0	1	200
1958	6	2	0	0.1	10
1958	6	2	0	8.4	50
1958	6	2	0	0.1	10
1958	6	2	0	0.1	10
1958	6	2	0	5.1	10
1958	6	2	0	0.1	150
1958	6	1	0	0.1	10
1958	6	1	0	1	10
1958	6	1	0	0.1	10
1958	6	1	0	0.5	150
1958	6	2	0	4.1	440
1958	6	0	0	0.2	10
1958	6	0	0	0.5	50
1958	6	0	0	8	30
1958	6	0	0	21	10
1958	6	0	0	0.1	10
1958	6	0	0	0.1	10
1958	6	1	0	0.5	10
1958	6	1	0	0.1	10
1958	6	2	0	0.1	10
1958	6	1	0	3.3	50
1958	6	1	0	1	100
1958	6	1	0	0.1	10
1958	6	1	0	0.1	10
1958	6	1	0	0.1	10
1958	6	1	0	1.5	30
1958	6	0	0	0.1	10
1958	6	1	0	0.3	150
1958	6	0	0	2	33
1958	6	1	0	0.3	50
1958	6	0	0	0.3	17
1958	6	1	0	4.5	100
1958	6	3	0	0.5	67
1958	6	2	0	12.2	30
1958	6	0	0	0.1	10
1958	6	1	0	0.3	100
1958	6	1	0	0.5	100
1958	6	1	0	0.1	27
1958	6	1	0	0.1	33
1958	6	0	0	1	50
1958	6	1	0	1	50
1958	6	0	0	0.1	17
1958	6	1	0	1	17
1958	6	0	0	0.1	40
1958	6	0	0	0.1	17
1958	6	1	0	6.4	100
1958	6	0	0	0.1	10
1958	6	2	0	7.3	10
1958	6	1	0	3.6	30
1958	6	1	0	2	50
1958	6	1	0	0.5	33
1958	6	0	0	0.5	200
1958	6	1	0	0.5	33
1958	6	1	0	0.5	30
1958	6	2	0	0.5	200
1958	6	1	0	0.1	10
1958	6	2	0	0.3	50
1958	6	1	0	5	10
1958	6	0	0	0.1	10
1958	6	0	0	0.1	10
1958	6	0	0	0.5	50
1958	6	0	0	0.5	10
1958	6	2	0	0.1	10
1958	6	2	0	2	50
1958	6	2	0	3	10
1958	7	1	1	2	10
1958	7	1	0	4.9	440
1958	7	1	0	0.1	10
1958	7	0	0	0.1	10
1958	7	2	0	15.2	10
1958	7	0	0	0.1	10
1958	7	1	0	8.9	27
1958	7	1	0	0.1	10
1958	7	1	0	2.7	17
1958	7	2	0	0.5	50
1958	7	0	0	0.1	10
1958	7	0	0	0.1	10
1958	7	0	0	0.1	10
1958	7	0	0	0.1	10
1958	7	2	0	32.1	10
1958	7	0	0	0.1	10
1958	7	1	0	1	33
1958	7	1	0	1	33
1958	7	0	0	0.3	10
1958	7	0	0	0.1	10
1958	7	0	0	0.1	10
1958	7	0	0	5.2	17
1958	7	0	0	0.1	10
1958	7	0	0	0.2	33
1958	7	1	0	0.1	10
1958	7	2	0	1	33
1958	7	1	0	0.2	10
1958	7	0	0	0.1	10
1958	7	1	0	0.1	10
1958	7	0	0	0.1	10
1958	7	0	0	0.1	10
1958	7	0	0	0.6	10
1958	7	1	0	1.7	10
1958	7	0	0	2	50
1958	7	0	0	0.1	10
1958	7	0	0	0.1	10
1958	7	1	0	0.1	17
1958	7	1	0	2	167
1958	7	1	0	0.1	10
1958	7	2	0	0.1	10
1958	7	1	0	0.1	10
1958	7	2	0	0.1	10
1958	7	1	0	0.1	10
1958	7	1	0	1.2	10
