DATE	OPEN	HIGH	LOW	CLOSE
7/19/07	58.78	58.78	58.78	58.78
7/22/07	58.74	58.74	58.74	58.74
7/23/07	58.65	58.65	58.65	58.65
7/24/07	58.9	58.9	58.9	58.9
7/25/07	58.74	58.74	58.74	58.74
7/26/07	58.85	58.85	58.85	58.85
7/29/07	58.01	58.01	58.01	58.01
7/30/07	57.84	57.84	57.84	57.84
7/31/07	57.12	57.12	57.12	57.12
8/1/07	56.75	56.75	56.75	56.75
8/2/07	57.12	57.12	57.12	57.12
8/5/07	56.06	56.06	56.06	56.06
8/6/07	55.44	55.44	55.44	55.44
8/7/07	54.25	54.25	54.25	54.25
8/8/07	54.53	54.53	54.53	54.53
8/9/07	54.12	54.12	54.12	54.12
8/12/07	51.55	51.55	51.55	51.55
8/13/07	52.41	52.41	52.41	52.41
8/14/07	50.43	50.43	50.43	50.43
8/15/07	50.93	50.93	50.93	50.93
8/16/07	50.18	50.18	50.18	50.18
8/19/07	50.34	50.34	50.34	50.34
8/20/07	50.7	50.7	50.7	50.7
8/21/07	50.15	50.15	50.15	50.15
8/22/07	50.97	50.97	50.97	50.97
8/23/07	50.17	50.17	50.17	50.17
8/26/07	51.01	51.01	51.01	51.01
8/27/07	50.89	50.89	50.89	50.89
8/28/07	51.4	51.4	51.4	51.4
8/29/07	51.55	51.55	51.55	51.55
8/30/07	52.35	52.35	52.35	52.35
9/3/07	53.24	53.24	53.24	53.24
9/4/07	52.68	52.68	52.68	52.68
9/5/07	53.3	53.3	53.3	53.3
9/6/07	53.51	53.51	53.51	53.51
9/9/07	53.19	53.19	53.19	53.19
9/10/07	51.91	51.91	51.91	51.91
9/11/07	51.39	51.39	51.39	51.39
9/12/07	50.6	50.6	50.6	50.6
9/13/07	50.47	50.47	50.47	50.47
9/16/07	49.35	49.35	49.35	49.35
9/17/07	50.1	50.1	50.1	50.1
9/18/07	50.01	50.01	50.01	50.01
9/19/07	50.55	50.55	50.55	50.55
9/20/07	50.77	50.77	50.77	50.77
9/23/07	50.36	50.36	50.36	50.36
9/24/07	50.57	50.57	50.57	50.57
9/25/07	50.28	50.28	50.28	50.28
9/26/07	49.98	49.98	49.98	49.98
9/27/07	49.05	49.05	49.05	49.05
9/30/07	49.05	49.05	49.05	49.05
10/1/07	49.21	49.21	49.21	49.21
10/2/07	48.97	48.97	48.97	48.97
10/3/07	49.21	49.21	49.21	49.21
10/4/07	49.08	49.08	49.08	49.08
10/7/07	48.93	48.93	48.93	48.93
10/8/07	48.56	48.56	48.56	48.56
10/9/07	47.45	47.45	47.45	47.45
10/10/07	47.44	47.44	47.44	47.44
10/11/07	46	46	46	46
10/14/07	45	45	45	45
10/15/07	44.97	44.97	44.97	44.97
10/16/07	43.79	43.79	43.79	43.79
10/17/07	43.84	43.84	43.84	43.84
10/18/07	42.82	42.82	42.82	42.82
10/21/07	44.04	44.04	44.04	44.04
10/22/07	42.81	42.81	42.81	42.81
10/23/07	42.16	42.16	42.16	42.16
10/24/07	42.14	42.14	42.14	42.14
10/25/07	42.22	42.22	42.22	42.22
10/28/07	42.1	42.1	42.1	42.1
10/29/07	41.45	41.45	41.45	41.45
10/30/07	42.31	42.31	42.31	42.31
10/31/07	41.79	41.79	41.79	41.79
11/1/07	41.69	41.69	41.69	41.69
11/4/07	42.35	42.35	42.35	42.35
11/6/07	41.83	41.83	41.83	41.83
11/7/07	40.84	40.84	40.84	40.84
11/8/07	41.05	41.05	41.05	41.05
11/11/07	41.2	41.2	41.2	41.2
11/12/07	40.46	40.46	40.46	40.46
11/13/07	40.1	40.1	40.1	40.1
11/14/07	39.37	39.37	39.37	39.37
11/15/07	38.39	38.39	38.39	38.39
11/18/07	39.87	39.87	39.87	39.87
11/19/07	38.71	38.71	38.71	38.71
11/20/07	38.52	38.52	38.52	38.52
11/21/07	38.58	38.58	38.58	38.58
11/22/07	38.44	38.44	38.44	38.44
11/25/07	38.84	38.84	38.84	38.84
11/26/07	39.87	39.87	39.87	39.87
11/27/07	40.23	40.23	40.23	40.23
11/29/07	41.65	41.65	41.65	41.65
12/2/07	43.56	43.56	43.56	43.56
12/3/07	43.07	43.07	43.07	43.07
12/4/07	43.53	43.53	43.53	43.53
12/5/07	44.3	44.3	44.3	44.3
12/6/07	44.74	44.74	44.74	44.74
12/9/07	43.25	43.25	43.25	43.25
12/10/07	42.38	42.38	42.38	42.38
12/11/07	42.17	42.17	42.17	42.17
12/12/07	42.13	42.13	42.13	42.13
12/13/07	41.49	41.49	41.49	41.49
12/16/07	41.3	41.3	41.3	41.3
12/17/07	41.17	41.17	41.17	41.17
12/18/07	41.8	41.8	41.8	41.8
12/19/07	42.06	42.06	42.06	42.06
12/20/07	42.72	42.72	42.72	42.72
12/23/07	42.16	42.16	42.16	42.16
12/24/07	42.01	42.01	42.01	42.01
12/26/07	41.72	41.72	41.72	41.72
12/27/07	42.48	42.48	42.48	42.48
12/30/07	43.07	43.07	43.07	43.07
12/31/07	42.55	42.55	42.55	42.55
1/2/08	43.17	43.17	43.17	43.17
1/3/08	43.9	43.9	43.9	43.9
1/6/08	44.72	44.72	44.72	44.72
1/7/08	44.48	44.48	44.48	44.48
1/8/08	44.72	44.72	44.72	44.72
1/9/08	45.99	45.99	45.99	45.99
1/10/08	45.63	45.63	45.63	45.63
1/13/08	47.06	47.06	47.06	47.06
1/14/08	47.68	47.68	47.68	47.68
1/15/08	47.39	47.39	47.39	47.39
1/16/08	46.49	46.49	46.49	46.49
1/17/08	46.74	46.74	46.74	46.74
1/20/08	45.77	45.77	45.77	45.77
1/21/08	45.78	45.78	45.78	45.78
1/22/08	44.98	44.98	44.98	44.98
1/23/08	44.5	44.5	44.5	44.5
1/24/08	44.4	44.4	44.4	44.4
1/27/08	44.95	44.95	44.95	44.95
1/28/08	45.29	45.29	45.29	45.29
1/29/08	44.96	44.96	44.96	44.96
1/30/08	45.14	45.14	45.14	45.14
1/31/08	45.41	45.41	45.41	45.41
2/3/08	44.77	44.77	44.77	44.77
2/4/08	45	45	45	45
2/5/08	44.19	44.19	44.19	44.19
2/6/08	44.29	44.29	44.29	44.29
2/7/08	44.01	44.01	44.01	44.01
2/10/08	42.59	42.59	42.59	42.59
2/11/08	42.81	42.81	42.81	42.81
2/13/08	42.46	42.46	42.46	42.46
2/14/08	43.26	43.26	43.26	43.26
2/17/08	42.64	42.64	42.64	42.64
2/18/08	42.61	42.61	42.61	42.61
2/19/08	42.79	42.79	42.79	42.79
2/20/08	43.22	43.22	43.22	43.22
2/21/08	43.6	43.6	43.6	43.6
2/24/08	43.45	43.45	43.45	43.45
2/25/08	43.4	43.4	43.4	43.4
2/26/08	43.44	43.44	43.44	43.44
2/27/08	43.57	43.57	43.57	43.57
2/28/08	44.23	44.23	44.23	44.23
3/2/08	44.24	44.24	44.24	44.24
3/3/08	44.16	44.16	44.16	44.16
3/4/08	44.32	44.32	44.32	44.32
3/5/08	44.39	44.39	44.39	44.39
3/6/08	44.67	44.67	44.67	44.67
3/9/08	46.11	46.11	46.11	46.11
3/10/08	45.99	45.99	45.99	45.99
3/11/08	46.26	46.26	46.26	46.26
3/12/08	46.45	46.45	46.45	46.45
3/13/08	47.18	47.18	47.18	47.18
3/16/08	47.24	47.24	47.24	47.24
3/17/08	47.64	47.64	47.64	47.64
3/18/08	47.13	47.13	47.13	47.13
3/19/08	47.63	47.63	47.63	47.63
3/20/08	48.1	48.1	48.1	48.1
3/23/08	49.48	49.48	49.48	49.48
3/24/08	50.03	50.03	50.03	50.03
3/25/08	50.64	50.64	50.64	50.64
3/26/08	50.28	50.28	50.28	50.28
3/27/08	50.54	50.54	50.54	50.54
3/30/08	49.71	49.71	49.71	49.71
3/31/08	48.89	48.89	48.89	48.89
4/1/08	49.13	49.13	49.13	49.13
4/2/08	49.12	49.12	49.12	49.12
4/3/08	48.68	48.68	48.68	48.68
4/6/08	48.55	48.55	48.55	48.55
4/7/08	48.87	48.87	48.87	48.87
4/8/08	49.11	49.11	49.11	49.11
4/9/08	49.71	49.71	49.71	49.71
4/10/08	49.8	49.8	49.8	49.8
4/13/08	49.37	49.37	49.37	49.37
4/14/08	49.63	49.63	49.63	49.63
4/15/08	49.26	49.26	49.26	49.26
4/16/08	49.57	49.57	49.57	49.57
4/20/08	49.21	49.21	49.21	49.21
4/21/08	49.48	49.48	49.48	49.48
4/22/08	49.52	49.52	49.52	49.52
4/23/08	50.05	50.05	50.05	50.05
4/24/08	50.7	50.7	50.7	50.7
4/27/08	50.55	50.55	50.55	50.55
4/28/08	50.86	50.86	50.86	50.86
4/29/08	50.91	50.91	50.91	50.91
4/30/08	50.37	50.37	50.37	50.37
5/1/08	50.64	50.64	50.64	50.64
5/4/08	50.54	50.54	50.54	50.54
5/5/08	51.15	51.15	51.15	51.15
5/6/08	51.49	51.49	51.49	51.49
5/7/08	51.36	51.36	51.36	51.36
5/8/08	51.61	51.61	51.61	51.61
5/11/08	52.49	52.49	52.49	52.49
5/12/08	52.36	52.36	52.36	52.36
5/13/08	52.94	52.94	52.94	52.94
5/14/08	53.56	53.56	53.56	53.56
5/15/08	53.87	53.87	53.87	53.87
5/18/08	54.41	54.41	54.41	54.41
5/19/08	53.44	53.44	53.44	53.44
5/20/08	53.47	53.47	53.47	53.47
5/21/08	53.75	53.75	53.75	53.75
5/22/08	53.4	53.4	53.4	53.4
5/25/08	52.9	52.9	52.9	52.9
5/26/08	52.44	52.44	52.44	52.44
5/27/08	52.61	52.61	52.61	52.61
5/28/08	52.25	52.25	52.25	52.25
5/29/08	52.7	52.7	52.7	52.7
6/1/08	53.87	53.87	53.87	53.87
6/2/08	53.62	53.62	53.62	53.62
6/3/08	53.51	53.51	53.51	53.51
6/4/08	52.62	52.62	52.62	52.62
6/5/08	52.99	52.99	52.99	52.99
6/8/08	53.15	53.15	53.15	53.15
6/9/08	52.8	52.8	52.8	52.8
6/10/08	53.16	53.16	53.16	53.16
6/11/08	53.17	53.17	53.17	53.17
6/12/08	52.74	52.74	52.74	52.74
6/15/08	52.82	52.82	52.82	52.82
6/16/08	53.22	53.22	53.22	53.22
6/17/08	52.96	52.96	52.96	52.96
6/18/08	53.27	53.27	53.27	53.27
6/19/08	52.62	52.62	52.62	52.62
6/22/08	51.94	51.94	51.94	51.94
6/23/08	51.93	51.93	51.93	51.93
6/24/08	52.07	52.07	52.07	52.07
6/25/08	52.38	52.38	52.38	52.38
6/26/08	52.39	52.39	52.39	52.39
6/29/08	52.8	52.8	52.8	52.8
6/30/08	52.57	52.57	52.57	52.57
7/1/08	52.7	52.7	52.7	52.7
7/2/08	52.78	52.78	52.78	52.78
7/3/08	52.96	52.96	52.96	52.96
7/6/08	53.96	53.96	53.96	53.96
7/7/08	54.2	54.2	54.2	54.2
7/8/08	54.92	54.92	54.92	54.92
7/9/08	55.31	55.31	55.31	55.31
7/10/08	54.77	54.77	54.77	54.77
7/13/08	55.09	55.09	55.09	55.09
7/14/08	55.67	55.67	55.67	55.67
7/15/08	55.56	55.56	55.56	55.56
7/16/08	55.63	55.63	55.63	55.63
7/17/08	55.83	55.83	55.83	55.83
7/20/08	57.03	57.03	57.03	57.03
7/21/08	56.94	56.94	56.94	56.94
7/22/08	57.31	57.31	57.31	57.31
7/23/08	57.62	57.62	57.62	57.62
7/24/08	56.89	56.89	56.89	56.89
7/27/08	57.29	57.29	57.29	57.29
7/28/08	57.48	57.48	57.48	57.48
7/29/08	57.55	57.55	57.55	57.55
7/30/08	57.66	57.66	57.66	57.66
7/31/08	58.19	58.19	58.19	58.19
8/3/08	58.71	58.71	58.71	58.71
8/4/08	59.48	59.48	59.48	59.48
8/5/08	59.44	59.44	59.44	59.44
8/6/08	60.69	60.69	60.69	60.69
8/7/08	61.17	61.17	61.17	61.17
8/10/08	61.85	61.85	61.85	61.85
8/11/08	61.15	61.15	61.15	61.15
8/12/08	61.34	61.34	61.34	61.34
8/13/08	60.63	60.63	60.63	60.63
8/14/08	59.45	59.45	59.45	59.45
8/17/08	59.83	59.83	59.83	59.83
8/18/08	60.11	60.11	60.11	60.11
8/19/08	59.76	59.76	59.76	59.76
8/20/08	59.8	59.8	59.8	59.8
8/21/08	59.5	59.5	59.5	59.5
8/24/08	59.32	59.32	59.32	59.32
8/25/08	59.41	59.41	59.41	59.41
8/26/08	59.86	59.86	59.86	59.86
8/27/08	60.72	60.72	60.72	60.72
8/28/08	60.91	60.91	60.91	60.91
8/31/08	61.31	61.31	61.31	61.31
9/1/08	61.24	61.24	61.24	61.24
9/2/08	60.66	60.66	60.66	60.66
9/3/08	59.8	59.8	59.8	59.8
9/4/08	60.51	60.51	60.51	60.51
9/8/08	60.6	60.6	60.6	60.6
9/9/08	60.55	60.55	60.55	60.55
9/10/08	60.08	60.08	60.08	60.08
9/11/08	59.39	59.39	59.39	59.39
9/14/08	59.74	59.74	59.74	59.74
9/15/08	58.97	58.97	58.97	58.97
9/16/08	58.09	58.09	58.09	58.09
9/17/08	57.22	57.22	57.22	57.22
9/18/08	57.83	57.83	57.83	57.83
9/21/08	56.26	56.26	56.26	56.26
9/22/08	55.82	55.82	55.82	55.82
9/23/08	57.12	57.12	57.12	57.12
9/24/08	57.64	57.64	57.64	57.64
9/25/08	58.08	58.08	58.08	58.08
9/28/08	57.64	57.64	57.64	57.64
9/29/08	57.38	57.38	57.38	57.38
9/30/08	57.89	57.89	57.89	57.89
10/1/08	57.58	57.58	57.58	57.58
10/2/08	58.32	58.32	58.32	58.32
10/5/08	58.35	58.35	58.35	58.35
10/6/08	58.61	58.61	58.61	58.61
10/7/08	58.9	58.9	58.9	58.9
10/8/08	58.43	58.43	58.43	58.43
10/9/08	58.4	58.4	58.4	58.4
10/12/08	59.02	59.02	59.02	59.02
10/13/08	58.82	58.82	58.82	58.82
10/14/08	59.06	59.06	59.06	59.06
10/15/08	59.13	59.13	59.13	59.13
10/16/08	59.25	59.25	59.25	59.25
10/19/08	58.85	58.85	58.85	58.85
10/20/08	59.54	59.54	59.54	59.54
10/21/08	59.98	59.98	59.98	59.98
10/22/08	59.99	59.99	59.99	59.99
10/23/08	59.71	59.71	59.71	59.71
10/26/08	59.55	59.55	59.55	59.55
10/27/08	60.51	60.51	60.51	60.51
10/28/08	59.91	59.91	59.91	59.91
10/29/08	60.22	60.22	60.22	60.22
10/30/08	60.05	60.05	60.05	60.05
11/2/08	60.04	60.04	60.04	60.04
11/4/08	61.47	61.47	61.47	61.47
11/5/08	62.15	62.15	62.15	62.15
11/6/08	63.21	63.21	63.21	63.21
11/9/08	63.35	63.35	63.35	63.35
11/10/08	63.4	63.4	63.4	63.4
11/11/08	63.07	63.07	63.07	63.07
11/12/08	63.46	63.46	63.46	63.46
11/13/08	64.01	64.01	64.01	64.01
11/16/08	63.5	63.5	63.5	63.5
11/17/08	63.51	63.51	63.51	63.51
11/18/08	62.92	62.92	62.92	62.92
11/19/08	62.79	62.79	62.79	62.79
11/20/08	62.79	62.79	62.79	62.79
11/23/08	62.41	62.41	62.41	62.41
11/24/08	63.45	63.45	63.45	63.45
11/25/08	63.12	63.12	63.12	63.12
11/27/08	63.45	63.45	63.45	63.45
11/30/08	63.23	63.23	63.23	63.23
12/1/08	63.47	63.47	63.47	63.47
12/2/08	63.49	63.49	63.49	63.49
12/3/08	62.71	62.71	62.71	62.71
12/4/08	63.2	63.2	63.2	63.2
12/7/08	62.56	62.56	62.56	62.56
12/8/08	63.02	63.02	63.02	63.02
12/9/08	63.31	63.31	63.31	63.31
12/10/08	63.26	63.26	63.26	63.26
12/11/08	62.73	62.73	62.73	62.73
12/14/08	61.79	61.79	61.79	61.79
12/15/08	61.67	61.67	61.67	61.67
12/16/08	62.2	62.2	62.2	62.2
12/17/08	60.83	60.83	60.83	60.83
12/18/08	60.77	60.77	60.77	60.77
12/21/08	60.45	60.45	60.45	60.45
12/22/08	61.25	61.25	61.25	61.25
12/23/08	61.91	61.91	61.91	61.91
12/24/08	62.05	62.05	62.05	62.05
12/28/08	62.99	62.99	62.99	62.99
12/29/08	62.44	62.44	62.44	62.44
12/30/08	62.22	62.22	62.22	62.22
12/31/08	62.39	62.39	62.39	62.39
1/4/09	61.75	61.75	61.75	61.75
1/5/09	61.45	61.45	61.45	61.45
1/6/09	61.66	61.66	61.66	61.66
1/7/09	62.97	62.97	62.97	62.97
1/8/09	62.44	62.44	62.44	62.44
1/11/09	61.76	61.76	61.76	61.76
1/12/09	61.6	61.6	61.6	61.6
1/13/09	61.27	61.27	61.27	61.27
1/14/09	61.39	61.39	61.39	61.39
1/15/09	61.18	61.18	61.18	61.18
1/18/09	61.41	61.41	61.41	61.41
1/19/09	61.64	61.64	61.64	61.64
1/20/09	61.39	61.39	61.39	61.39
1/21/09	62.08	62.08	62.08	62.08
1/22/09	62.08	62.08	62.08	62.08
1/25/09	62.18	62.18	62.18	62.18
1/26/09	62.06	62.06	62.06	62.06
1/27/09	62.12	62.12	62.12	62.12
1/28/09	61.63	61.63	61.63	61.63
1/29/09	61.29	61.29	61.29	61.29
2/1/09	61.16	61.16	61.16	61.16
2/2/09	61.58	61.58	61.58	61.58
2/3/09	61.32	61.32	61.32	61.32
2/4/09	61.34	61.34	61.34	61.34
2/5/09	61.46	61.46	61.46	61.46
2/8/09	62	62	62	62
2/9/09	62	62	62	62
2/10/09	62.11	62.11	62.11	62.11
2/11/09	62.44	62.44	62.44	62.44
2/15/09	62.81	62.81	62.81	62.81
2/16/09	62.59	62.59	62.59	62.59
2/17/09	62.23	62.23	62.23	62.23
2/18/09	61.39	61.39	61.39	61.39
2/19/09	61.08	61.08	61.08	61.08
2/23/09	57.87	57.87	57.87	57.87
2/24/09	58.98	58.98	58.98	58.98
2/25/09	58.35	58.35	58.35	58.35
2/26/09	58.91	58.91	58.91	58.91
3/1/09	59.91	59.91	59.91	59.91
3/2/09	60.32	60.32	60.32	60.32
3/3/09	59.81	59.81	59.81	59.81
3/4/09	59.24	59.24	59.24	59.24
3/5/09	59.46	59.46	59.46	59.46
3/8/09	59.53	59.53	59.53	59.53
3/9/09	59.13	59.13	59.13	59.13
3/10/09	59.23	59.23	59.23	59.23
3/11/09	59.32	59.32	59.32	59.32
3/12/09	59.41	59.41	59.41	59.41
3/15/09	59.3	59.3	59.3	59.3
3/16/09	59.86	59.86	59.86	59.86
3/17/09	60.16	60.16	60.16	60.16
3/18/09	59.98	59.98	59.98	59.98
3/19/09	59.68	59.68	59.68	59.68
3/22/09	60.32	60.32	60.32	60.32
3/23/09	60.07	60.07	60.07	60.07
3/24/09	60.34	60.34	60.34	60.34
3/25/09	60.27	60.27	60.27	60.27
3/26/09	60.55	60.55	60.55	60.55
3/29/09	61.79	61.79	61.79	61.79
3/30/09	61.77	61.77	61.77	61.77
3/31/09	62.37	62.37	62.37	62.37
4/1/09	61.83	61.83	61.83	61.83
4/2/09	61.83	61.83	61.83	61.83
4/5/09	62.95	62.95	62.95	62.95
4/6/09	62.87	62.87	62.87	62.87
4/7/09	62.94	62.94	62.94	62.94
4/8/09	63.57	63.57	63.57	63.57
4/12/09	63.81	63.81	63.81	63.81
4/13/09	63.42	63.42	63.42	63.42
4/14/09	63.32	63.32	63.32	63.32
4/15/09	63.13	63.13	63.13	63.13
4/16/09	62.69	62.69	62.69	62.69
4/19/09	63.6	63.6	63.6	63.6
4/20/09	63.63	63.63	63.63	63.63
4/21/09	63.48	63.48	63.48	63.48
4/22/09	63.81	63.81	63.81	63.81
4/23/09	63.49	63.49	63.49	63.49
4/26/09	63.47	63.47	63.47	63.47
4/27/09	63.33	63.33	63.33	63.33
4/28/09	63.83	63.83	63.83	63.83
4/29/09	63.76	63.76	63.76	63.76
4/30/09	63.94	63.94	63.94	63.94
5/3/09	64.28	64.28	64.28	64.28
5/4/09	64.62	64.62	64.62	64.62
5/5/09	64.69	64.69	64.69	64.69
5/6/09	65.28	65.28	65.28	65.28
5/7/09	66.2	66.2	66.2	66.2
5/10/09	65.86	65.86	65.86	65.86
5/11/09	66.09	66.09	66.09	66.09
5/12/09	65.96	65.96	65.96	65.96
5/13/09	65.75	65.75	65.75	65.75
5/14/09	65.86	65.86	65.86	65.86
5/17/09	65.79	65.79	65.79	65.79
5/18/09	66.17	66.17	66.17	66.17
5/19/09	66.2	66.2	66.2	66.2
5/20/09	65.82	65.82	65.82	65.82
5/21/09	66.02	66.02	66.02	66.02
5/24/09	66.46	66.46	66.46	66.46
5/25/09	66.33	66.33	66.33	66.33
5/26/09	66.04	66.04	66.04	66.04
5/27/09	66.38	66.38	66.38	66.38
5/28/09	66.76	66.76	66.76	66.76
6/1/09	66.91	66.91	66.91	66.91
6/2/09	67.09	67.09	67.09	67.09
6/3/09	68.12	68.12	68.12	68.12
6/4/09	68.2	68.2	68.2	68.2
6/7/09	68.06	68.06	68.06	68.06
6/8/09	68.06	68.06	68.06	68.06
6/9/09	67.92	67.92	67.92	67.92
6/10/09	67.97	67.97	67.97	67.97
6/11/09	68.06	68.06	68.06	68.06
6/14/09	68.22	68.22	68.22	68.22
6/15/09	67.08	67.08	67.08	67.08
6/16/09	66.86	66.86	66.86	66.86
6/17/09	66.02	66.02	66.02	66.02
6/18/09	66.15	66.15	66.15	66.15
6/21/09	64.94	64.94	64.94	64.94
6/22/09	65.2	65.2	65.2	65.2
6/23/09	66.12	66.12	66.12	66.12
6/24/09	66.53	66.53	66.53	66.53
6/25/09	66.28	66.28	66.28	66.28
6/28/09	66.33	66.33	66.33	66.33
6/29/09	67.22	67.22	67.22	67.22
6/30/09	66.83	66.83	66.83	66.83
7/1/09	67.32	67.32	67.32	67.32
7/2/09	67.46	67.46	67.46	67.46
7/6/09	67.45	67.45	67.45	67.45
7/7/09	67.47	67.47	67.47	67.47
7/8/09	67.38	67.38	67.38	67.38
7/9/09	67.28	67.28	67.28	67.28
7/12/09	67.64	67.64	67.64	67.64
7/13/09	67.22	67.22	67.22	67.22
7/14/09	67.4	67.4	67.4	67.4
7/15/09	67.68	67.68	67.68	67.68
7/16/09	68.14	68.14	68.14	68.14
7/19/09	68.32	68.32	68.32	68.32
7/20/09	68.57	68.57	68.57	68.57
7/21/09	68.1	68.1	68.1	68.1
7/22/09	68.22	68.22	68.22	68.22
7/23/09	67.64	67.64	67.64	67.64
7/26/09	68.09	68.09	68.09	68.09
7/27/09	68.45	68.45	68.45	68.45
7/28/09	68.73	68.73	68.73	68.73
7/29/09	69.03	69.03	69.03	69.03
7/30/09	69.65	69.65	69.65	69.65
8/2/09	70.63	70.63	70.63	70.63
8/3/09	71.08	71.08	71.08	71.08
8/4/09	70.98	70.98	70.98	70.98
8/5/09	70.3	70.3	70.3	70.3
8/6/09	71.19	71.19	71.19	71.19
8/9/09	71.24	71.24	71.24	71.24
8/10/09	71.24	71.24	71.24	71.24
8/11/09	71.72	71.72	71.72	71.72
8/12/09	71.78	71.78	71.78	71.78
8/13/09	71.59	71.59	71.59	71.59
8/16/09	71.23	71.23	71.23	71.23
8/17/09	71.64	71.64	71.64	71.64
8/18/09	71.08	71.08	71.08	71.08
8/19/09	70.77	70.77	70.77	70.77
8/20/09	70.61	70.61	70.61	70.61
8/23/09	71.62	71.62	71.62	71.62
8/24/09	71.74	71.74	71.74	71.74
8/25/09	71.35	71.35	71.35	71.35
8/26/09	69.75	69.75	69.75	69.75
8/27/09	70.38	70.38	70.38	70.38
8/30/09	71.21	71.21	71.21	71.21
8/31/09	70.9	70.9	70.9	70.9
9/1/09	70.61	70.61	70.61	70.61
9/2/09	71.06	71.06	71.06	71.06
9/3/09	71.32	71.32	71.32	71.32
9/7/09	70.55	70.55	70.55	70.55
9/8/09	70.29	70.29	70.29	70.29
9/9/09	69.43	69.43	69.43	69.43
9/10/09	70.41	70.41	70.41	70.41
9/13/09	69.65	69.65	69.65	69.65
9/14/09	70.2	70.2	70.2	70.2
9/15/09	71.19	71.19	71.19	71.19
9/16/09	71.74	71.74	71.74	71.74
9/17/09	71.82	71.82	71.82	71.82
9/20/09	72.23	72.23	72.23	72.23
9/21/09	72.37	72.37	72.37	72.37
9/22/09	71.79	71.79	71.79	71.79
9/23/09	71.76	71.76	71.76	71.76
9/24/09	71.82	71.82	71.82	71.82
9/27/09	71.93	71.93	71.93	71.93
9/28/09	72.51	72.51	72.51	72.51
9/29/09	72.38	72.38	72.38	72.38
9/30/09	72.1	72.1	72.1	72.1
10/1/09	72.69	72.69	72.69	72.69
10/4/09	72.56	72.56	72.56	72.56
10/5/09	71.72	71.72	71.72	71.72
10/6/09	71.51	71.51	71.51	71.51
10/7/09	71.61	71.61	71.61	71.61
10/8/09	71.03	71.03	71.03	71.03
10/11/09	70.22	70.22	70.22	70.22
10/13/09	70.1	70.1	70.1	70.1
10/14/09	71.02	71.02	71.02	71.02
10/15/09	71.39	71.39	71.39	71.39
10/18/09	71.54	71.54	71.54	71.54
10/19/09	71.09	71.09	71.09	71.09
10/20/09	70.99	70.99	70.99	70.99
10/21/09	71.06	71.06	71.06	71.06
10/22/09	70.12	70.12	70.12	70.12
10/25/09	70.13	70.13	70.13	70.13
10/26/09	69.68	69.68	69.68	69.68
10/27/09	70.28	70.28	70.28	70.28
10/28/09	71	71	71	71
10/29/09	71.68	71.68	71.68	71.68
11/1/09	72.02	72.02	72.02	72.02
11/3/09	72.59	72.59	72.59	72.59
11/4/09	72.74	72.74	72.74	72.74
11/5/09	72.28	72.28	72.28	72.28
11/8/09	72	72	72	72
11/9/09	71.46	71.46	71.46	71.46
11/10/09	71.54	71.54	71.54	71.54
11/11/09	71.53	71.53	71.53	71.53
11/12/09	71.53	71.53	71.53	71.53
11/15/09	71.93	71.93	71.93	71.93
11/16/09	71.85	71.85	71.85	71.85
11/17/09	72.08	72.08	72.08	72.08
11/18/09	72.67	72.67	72.67	72.67
11/19/09	72.81	72.81	72.81	72.81
11/22/09	71.69	71.69	71.69	71.69
11/23/09	71.23	71.23	71.23	71.23
11/24/09	71	71	71	71
11/26/09	71.51	71.51	71.51	71.51
11/29/09	69.45	69.45	69.45	69.45
11/30/09	69.54	69.54	69.54	69.54
12/1/09	70.17	70.17	70.17	70.17
12/2/09	70.01	70.01	70.01	70.01
12/3/09	70.59	70.59	70.59	70.59
12/6/09	70.63	70.63	70.63	70.63
12/7/09	71.18	71.18	71.18	71.18
12/8/09	71.07	71.07	71.07	71.07
12/9/09	71.48	71.48	71.48	71.48
12/10/09	71.27	71.27	71.27	71.27
12/13/09	71.7	71.7	71.7	71.7
12/14/09	71.4	71.4	71.4	71.4
12/15/09	71.46	71.46	71.46	71.46
12/16/09	71.42	71.42	71.42	71.42
12/17/09	71.6	71.6	71.6	71.6
12/20/09	71.58	71.58	71.58	71.58
12/21/09	71.61	71.61	71.61	71.61
12/22/09	71.59	71.59	71.59	71.59
12/23/09	71.38	71.38	71.38	71.38
12/24/09	71.42	71.42	71.42	71.42
12/27/09	71.18	71.18	71.18	71.18
12/28/09	71.43	71.43	71.43	71.43
12/29/09	71.9	71.9	71.9	71.9
12/30/09	71.83	71.83	71.83	71.83
12/31/09	71.74	71.74	71.74	71.74
1/3/10	71.22	71.22	71.22	71.22
1/4/10	71.19	71.19	71.19	71.19
1/5/10	70.3	70.3	70.3	70.3
1/6/10	70.7	70.7	70.7	70.7
1/7/10	70.74	70.74	70.74	70.74
1/10/10	70.32	70.32	70.32	70.32
1/11/10	69.99	69.99	69.99	69.99
1/12/10	69.42	69.42	69.42	69.42
1/13/10	69.64	69.64	69.64	69.64
1/14/10	67.85	67.85	67.85	67.85
1/17/10	67.9	67.9	67.9	67.9
1/18/10	68.02	68.02	68.02	68.02
1/19/10	66.88	66.88	66.88	66.88
1/20/10	67.57	67.57	67.57	67.57
1/21/10	68.38	68.38	68.38	68.38
1/24/10	67.41	67.41	67.41	67.41
1/25/10	65.66	65.66	65.66	65.66
1/26/10	67.13	67.13	67.13	67.13
