ARRIVAL TIME	INTERARRIVAL TIME	DATA (BYTES)
6435	3	0
6436	1	0
6436	0	34
6437	1	13
6439	2	8
6441	2	512
6441	0	35
6443	2	512
6444	1	0
6444	0	36
6445	1	15
6446	1	512
6446	0	0
6447	1	512
6448	1	15
6450	2	0
6450	0	5
6451	1	0
6454	3	35
6454	0	0
6455	1	5
6456	1	0
6456	0	5
6456	0	5
6457	1	5
6458	1	15
6458	0	5
6458	0	5
6459	1	512
6460	1	512
6461	1	512
6461	0	512
6462	1	0
6463	1	5
6466	3	0
6468	2	0
6470	2	1460
6470	0	512
6470	0	0
6472	2	1460
6472	0	5
6472	0	19
6472	0	34
6474	2	42
6477	3	0
6478	1	245
6478	0	0
6481	3	15
6481	0	0
6483	2	0
6485	2	15
6486	1	0
6487	1	39
6492	5	512
6494	2	1460
6494	0	0
6494	0	15
6495	1	1460
6496	1	512
6496	0	212
6498	2	1460
6498	0	0
6498	0	43
6498	0	274
6499	1	512
6499	0	0
6499	0	141
6499	0	0
6499	0	0
6500	1	0
6500	0	3
6501	1	5
6506	5	512
6507	1	512
6507	0	512
6508	1	512
6508	0	512
6508	0	512
6508	0	512
6508	0	0
6509	1	512
6509	0	512
6510	1	0
6510	0	512
6511	1	512
6512	1	512
6512	0	512
6512	0	0
6513	1	512
6513	0	110
6513	0	117
6514	1	0
6514	0	0
6515	1	39
6515	0	0
6515	0	0
6515	0	0
6515	0	0
6516	1	512
6516	0	512
6516	0	0
6517	1	512
6517	0	0
6518	1	512
6519	1	5
6519	0	0
6520	1	3
6520	0	0
6521	1	0
6522	1	512
6524	2	0
6525	1	512
6525	0	0
6526	1	443
6527	1	0
6528	1	0
6528	0	3
6529	1	512
6530	1	0
6530	0	0
6530	0	0
6530	0	512
6531	1	3
6531	0	512
6531	0	212
6534	3	512
6535	1	0
6536	1	512
6537	1	512
6537	0	0
6538	1	49
6539	1	0
6541	2	110
6542	1	0
6543	1	3
6544	1	43
6545	1	27
6546	1	256
6549	3	512
6549	0	15
6550	1	15
6552	2	49
6553	1	512
6553	0	0
6554	1	0
6554	0	42
6555	1	512
6555	0	512
6555	0	0
6557	2	0
6559	2	15
6559	0	0
6561	2	39
6563	2	0
6564	1	0
6565	1	5
6566	1	326
6566	0	0
6568	2	326
6568	0	512
6569	1	42
6571	2	512
6572	1	512
6572	0	93
6576	4	0
6584	8	0
6586	2	256
6604	18	52
6606	2	0
6607	1	3
6613	6	0
6617	4	74
6618	1	3
6618	0	0
6620	2	0
6621	1	512
6623	2	38
6624	1	0
6627	3	512
6641	14	0
6643	2	212
6653	10	0
6664	11	0
6666	2	0
6672	6	15
6673	1	0
6674	1	32
6675	1	512
6676	1	5
6676	0	42
6678	2	5
6679	1	0
6682	3	0
6684	2	0
6684	0	0
6688	4	212
6689	1	512
6690	1	81
6690	0	0
6691	1	0
6692	1	1
6700	8	512
6700	0	0
6703	3	512
6703	0	0
6705	2	512
6711	6	0
6712	1	5
6712	0	256
6712	0	512
6713	1	0
6713	0	512
6715	2	512
6716	1	512
6716	0	0
6717	1	0
6717	0	38
6718	1	256
6719	1	0
6724	5	0
6726	2	512
6726	0	15
6726	0	0
6727	1	0
6729	2	1460
6729	0	0
6729	0	194
6729	0	15
6730	1	0
6732	2	48
6733	1	0
6733	0	5
6738	5	15
6739	1	512
6741	2	512
6741	0	512
6742	1	512
6742	0	5
6743	1	512
6743	0	512
6748	5	38
6750	2	5
6753	3	512
6754	1	0
6755	1	423
6755	0	50
6755	0	0
6757	2	212
6759	2	43
6759	0	512
6760	1	184
6762	2	512
6763	1	184
6766	3	0
6767	1	97
6770	3	1
6771	1	0
6773	2	512
6781	8	0
6782	1	0
6783	1	0
6783	0	3
6784	1	5
6784	0	5
6786	2	3
6787	1	0
6788	1	0
6789	1	0
6791	2	48
6792	1	0
6793	1	0
6793	0	54
6795	2	0
6795	0	15
6795	0	41
6798	3	0
6798	0	34
6803	5	5
6806	3	0
6807	1	512
6808	1	512
6808	0	512
6809	1	449
6809	0	73
6810	1	41
6812	2	0
6813	1	0
6817	4	0
6820	3	8
6822	2	0
6823	1	59
6826	3	36
6827	1	0
6827	0	0
6831	4	15
6832	1	512
6833	1	512
6833	0	212
6838	5	512
6839	1	512
6839	0	0
6840	1	512
6840	0	512
6841	1	8
6841	0	38
6841	0	0
6841	0	512
6841	0	60
6842	1	142
6842	0	256
6843	1	0
6844	1	256
6844	0	37
6849	5	5
6853	4	0
6858	5	3
6860	2	536
6861	1	0
6861	0	0
6864	3	15
6865	1	0
6867	2	5
6868	1	15
6868	0	15
6870	2	15
6871	1	512
6873	2	512
6874	1	512
6875	1	23
6878	3	30
6879	1	0
6881	2	0
6883	2	512
6884	1	512
6884	0	512
6885	1	512
6886	1	512
6886	0	127
6888	2	5
6888	0	49
6890	2	0
6892	2	6
6894	2	13
6895	1	38
6896	1	0
6898	2	49
6900	2	512
6903	3	512
6904	1	512
6904	0	258
6913	9	0
6916	3	0
6919	3	512
6919	0	0
6920	1	0
6920	0	512
6920	0	5
6921	1	512
6925	4	37
6927	2	5
6928	1	0
6935	7	0
6938	3	0
6941	3	512
6941	0	0
6943	2	0
6944	1	3
6944	0	0
6951	7	359
6952	1	13
6958	6	43
6960	2	0
6961	1	256
6965	4	0
6966	1	32
6966	0	0
6968	2	512
6969	1	512
6970	1	5
6971	1	512
6972	1	42
6974	2	512
6976	2	5
6977	1	512
6977	0	0
6977	0	5
6979	2	15
6980	1	0
6980	0	0
6981	1	512
6982	1	256
6982	0	5
6983	1	15
6985	2	0
6987	2	836
6988	1	212
6990	2	33
7002	12	0
7004	2	512
7007	3	0
7016	9	15
7018	2	0
7020	2	512
7020	0	40
7023	3	512
7028	5	39
7031	3	41
7038	7	47
7040	2	0
7041	1	0
7043	2	5
7044	1	512
7044	0	212
7060	16	42
7062	2	0
7068	6	0
7070	2	0
7071	1	3
7076	5	5
7081	5	0
7088	7	512
7088	0	423
7090	2	512
7091	1	305
7106	15	0
7108	2	512
7111	3	512
7112	1	137
7115	3	64
7128	13	6
7132	4	0
7136	4	0
7136	0	0
7137	1	0
7139	2	512
7140	1	512
7140	0	0
7141	1	0
7142	1	0
7144	2	212
7146	2	5
7156	10	0
7157	1	5
7157	0	256
7158	1	0
7166	8	0
7170	4	0
7172	2	512
7180	8	3
7180	0	0
7182	2	512
7182	0	0
7182	0	512
7183	1	15
7183	0	0
7183	0	0
7184	1	19
7185	1	256
7185	0	5
7189	4	0
7191	2	512
7192	1	512
7192	0	512
7193	1	512
7195	2	512
7195	0	0
7196	1	0
7197	1	0
7199	2	512
7199	0	35
7199	0	512
7200	1	512
7204	4	512
7204	0	512
7205	1	512
7206	1	512
7206	0	512
7206	0	0
7208	2	5
7210	2	212
7219	9	0
7230	11	0
7230	0	0
7232	2	512
7232	0	39
7233	1	512
7233	0	512
7240	7	512
7240	0	267
7241	1	512
7241	0	5
7242	1	512
7243	1	512
7243	0	0
7243	0	512
7244	1	512
7245	1	0
7246	1	512
7247	1	30
7247	0	1
7249	2	512
7250	1	5
7253	3	0
7255	2	35
7256	1	3
7257	1	42
7259	2	101
7262	3	0
7265	3	0
7268	3	512
7269	1	512
7269	0	0
7271	2	512
7272	1	512
7275	3	512
7275	0	512
7276	1	151
7276	0	0
7277	1	3
7278	1	512
7280	2	0
7282	2	0
7284	2	0
7287	3	0
7288	1	3
7289	1	47
7289	0	88
7290	1	212
7291	1	512
7291	0	256
7293	2	37
7295	2	0
7295	0	3
7296	1	0
7298	2	212
7301	3	0
7303	2	512
7306	3	8
7310	4	0
7311	1	256
7315	4	536
7316	1	536
7317	1	0
7318	1	0
7328	10	512
7328	0	512
7329	1	512
7329	0	512
7330	1	454
7334	4	0
7335	1	0
7337	2	512
7338	1	512
7342	4	0
7342	0	0
7344	2	512
7346	2	0
7346	0	0
7348	2	0
7355	7	512
7356	1	0
7362	6	46
7364	2	536
7364	0	5
7365	1	0
7366	1	0
7370	4	0
7372	2	512
7373	1	512
7392	19	512
7392	0	0
7394	2	512
7394	0	0
7396	2	512
7396	0	0
7397	1	37
7399	2	512
7402	3	512
7403	1	0
7405	2	512
7406	1	512
7407	1	512
7409	2	512
7410	1	5
7410	0	333
7418	8	49
7424	6	5
7425	1	5
7425	0	35
7428	3	0
7435	7	36
7436	1	512
7437	1	512
7438	1	512
7438	0	0
7438	0	512
7439	1	512
7439	0	0
7441	2	256
7442	1	536
7443	1	5
7443	0	512
7444	1	512
7444	0	0
7452	8	512
7453	1	512
7453	0	0
7454	1	512
7454	0	512
7455	1	512
7455	0	212
7455	0	512
7456	1	512
7457	1	512
7457	0	512
7458	1	512
7458	0	512
7459	1	512
7460	1	512
7460	0	0
7460	0	512
7461	1	512
7461	0	512
7461	0	15
7462	1	0
7462	0	5
7462	0	0
7462	0	512
7463	1	512
7463	0	512
7464	1	512
7464	0	512
7464	0	0
7465	1	512
7465	0	512
7466	1	133
7466	0	0
7467	1	0
7468	1	0
7468	0	0
7469	1	0
7469	0	3
7470	1	256
7470	0	256
7471	1	36
7476	5	0
7478	2	5
7479	1	0
7480	1	37
7481	1	52
7486	5	50
7488	2	0
7490	2	512
7490	0	50
7491	1	0
7491	0	0
7495	4	0
7499	4	512
7501	2	46
7503	2	8
7509	6	0
7509	0	0
7512	3	512
7512	0	512
7513	1	512
7513	0	512
7516	3	39
7518	2	0
7519	1	15
7520	1	6
7521	1	15
7526	5	15
7526	0	15
7528	2	0
7529	1	5
7529	0	5
7530	1	0
7530	0	0
7534	4	512
7536	2	512
7536	0	32
7537	1	512
7538	1	512
7538	0	55
7538	0	512
7539	1	512
7540	1	0
7542	2	0
7543	1	3
7547	4	536
7547	0	5
7547	0	242
7548	1	266
7550	2	38
7551	1	13
7558	7	0
7559	1	15
7561	2	512
7564	3	3
7565	1	46
7566	1	0
7567	1	512
7568	1	512
7571	3	512
7572	1	0
7572	0	38
7575	3	37
7577	2	5
7581	4	0
7582	1	512
7583	1	512
7583	0	512
7584	1	512
7584	0	512
7585	1	512
7585	0	512
7586	1	512
7587	1	512
7587	0	512
7587	0	512
7588	1	253
7589	1	38
7591	2	0
7591	0	0
7595	4	256
7596	1	512
7598	2	0
7600	2	3
7601	1	15
7604	3	512
7604	0	35
7604	0	0
7605	1	512
7605	0	15
7606	1	512
7606	0	228
7606	0	512
7607	1	44
7608	1	5
7609	1	0
7610	1	256
7612	2	60
7617	5	15
7617	0	0
7618	1	47
7619	1	212
7620	1	62
7624	4	44
7626	2	0
7626	0	0
7629	3	38
7630	1	512
7630	0	5
7630	0	40
7631	1	0
7637	6	512
7640	3	512
7641	1	512
7642	1	512
7642	0	8
7642	0	42
7642	0	512
7647	5	512
7649	2	5
7654	5	512
7655	1	512
7655	0	0
7655	0	479
7656	1	512
7657	1	512
7658	1	5
7659	1	0
7661	2	1460
7661	0	110
7661	0	0
7662	1	3
7665	3	0
7666	1	512
7666	0	0
7667	1	0
7668	1	15
7668	0	34
7668	0	5
7674	6	0
7675	1	55
7677	2	0
7678	1	0
7679	1	46
7680	1	512
7680	0	512
7682	2	512
7682	0	512
7683	1	512
7684	1	512
7684	0	512
7685	1	512
7685	0	512
7687	2	512
7687	0	0
7687	0	0
7691	4	512
7694	3	0
7695	1	512
7696	1	512
7696	0	512
7701	5	0
7702	1	512
7703	1	512
7703	0	512
7705	2	0
7706	1	212
7709	3	0
7710	1	512
7711	1	512
7712	1	512
7713	1	0
7715	2	512
7716	1	512
7716	0	0
7718	2	512
7719	1	458
7720	1	0
7721	1	512
7721	0	512
7722	1	512
7725	3	512
7726	1	5
7726	0	0
7726	0	0
7727	1	512
7727	0	0
7727	0	0
7727	0	512
7729	2	512
7731	2	5
7731	0	0
7732	1	512
7733	1	512
7734	1	43
7735	1	464
7735	0	15
7736	1	0
7737	1	512
7737	0	512
7738	1	512
7738	0	41
7738	0	40
7739	1	512
7740	1	0
7745	5	0
7748	3	0
7751	3	512
7752	1	512
7752	0	512
7753	1	512
7753	0	45
7755	2	0
7756	1	0
7762	6	5
7765	3	512
7766	1	512
7766	0	0
7766	0	512
7766	0	127
7767	1	0
7770	3	0
7779	9	512
7780	1	512
7780	0	0
7780	0	512
7781	1	512
7781	0	0
7781	0	363
7782	1	256
7782	0	512
7783	1	15
7793	10	898
7796	3	0
7796	0	0
7798	2	0
7799	1	256
7799	0	212
7801	2	512
7806	5	0
7807	1	0
7807	0	0
7813	6	1
7814	1	1
7818	4	0
7821	3	212
7830	9	0
7833	3	512
7834	1	460
7836	2	512
7837	1	512
7838	1	512
7839	1	512
7839	0	512
7842	3	5
7848	6	0
7849	1	212
7852	3	0
7853	1	0
7854	1	512
7854	0	512
7856	2	3
7856	0	0
7856	0	0
7857	1	3
7858	1	512
7858	0	0
7859	1	512
7859	0	512
7860	1	512
7860	0	512
7861	1	512
7861	0	512
7862	1	512
7863	1	0
7864	1	512
7865	1	512
7866	1	512
7866	0	512
7867	1	0
7868	1	512
7868	0	512
7869	1	512
7869	0	512
7870	1	512
7871	1	0
7872	1	512
7872	0	512
7873	1	512
7873	0	0
7874	1	512
7874	0	512
7874	0	512
7874	0	512
7875	1	512
7876	1	512
7877	1	512
7877	0	0
7877	0	512
7878	1	512
7879	1	512
7879	0	0
7879	0	0
7879	0	0
7879	0	43
7879	0	3
7880	1	0
7880	0	0
7880	0	3
7881	1	512
7881	0	512
7882	1	512
7883	1	512
7883	0	0
7883	0	5
7884	1	512
7884	0	512
7885	1	512
7885	0	512
7894	9	0
7895	1	0
7895	0	0
7896	1	512
7896	0	512
7897	1	512
7897	0	39
7897	0	512
7898	1	1
7898	0	0
7898	0	512
7899	1	512
7899	0	512
7899	0	0
7900	1	512
7900	0	0
7902	2	512
7902	0	0
7903	1	0
7904	1	512
7904	0	0
7904	0	65
7906	2	0
7907	1	512
7908	1	512
7909	1	0
7909	0	15
7910	1	512
7911	1	512
7911	0	15
7914	3	0
7915	1	34
7915	0	512
7915	0	512
7916	1	512
7916	0	0
7917	1	0
7919	2	0
7919	0	1
7920	1	0
7920	0	512
7921	1	512
7921	0	512
7922	1	512
7922	0	512
7923	1	512
7923	0	512
7923	0	0
7925	2	512
7925	0	0
7925	0	512
7926	1	512
7926	0	512
7927	1	512
7928	1	512
7928	0	512
7928	0	97
7928	0	0
7929	1	512
7929	0	0
7929	0	0
7930	1	512
7930	0	512
7931	1	512
7931	0	256
7932	1	0
7932	0	0
7933	1	512
7933	0	512
7934	1	0
7936	2	256
7937	1	0
7937	0	0
7937	0	0
7938	1	3
7939	1	512
7939	0	0
7939	0	512
7939	0	3
7940	1	0
7943	3	0
7944	1	0
7945	1	512
7945	0	512
7947	2	13
7949	2	0
7950	1	38
7951	1	0
7953	2	512
7954	1	512
7955	1	0
7955	0	512
7955	0	0
7956	1	512
7956	0	512
7956	0	512
7957	1	512
7958	1	0
7961	3	0
7962	1	512
7962	0	0
7965	3	512
7966	1	0
7966	0	50
7967	1	0
7967	0	0
7968	1	0
7968	0	212
7969	1	511
7973	4	0
7973	0	0
7975	2	512
7980	5	0
7980	0	0
7980	0	0
7985	5	0
7985	0	36
7987	2	512
7996	9	5
7998	2	39
8002	4	33
8002	0	512
8003	1	39
8003	0	512
8005	2	512
8005	0	512
8006	1	512
8006	0	512
8007	1	512
8008	1	0
8008	0	5
8009	1	512
8009	0	25
8010	1	15
8014	4	51
8014	0	0
8016	2	512
8016	0	512
8020	4	0
8020	0	512
8021	1	512
8025	4	0
8025	0	5
8026	1	512
8027	1	512
8029	2	0
8031	2	0
8032	1	512
8033	1	512
8035	2	0
8036	1	512
8036	0	512
8037	1	512
8037	0	0
8038	1	51
8038	0	512
8039	1	512
8043	4	0
8044	1	512
8045	1	512
8049	4	0
8050	1	512
8051	1	512
8052	1	0
8052	0	0
8053	1	5
8055	2	512
8056	1	512
8056	0	0
8056	0	512
8057	1	512
8058	1	512
8060	2	32
8061	1	0
8062	1	0
8063	1	512
8063	0	0
8064	1	512
8067	3	0
8068	1	512
8068	0	512
8069	1	0
8072	3	0
8072	0	0
8073	1	512
8074	1	512
8075	1	0
8076	1	512
8077	1	512
8077	0	0
8078	1	512
8078	0	512
8078	0	0
8079	1	512
8079	0	512
8080	1	512
8082	2	0
8084	2	256
8084	0	0
8085	1	0
8085	0	512
8086	1	512
8087	1	512
8087	0	512
8088	1	512
8089	1	512
8089	0	512
8090	1	512
8090	0	512
8091	1	512
8091	0	512
8092	1	512
8092	0	512
8092	0	0
8093	1	512
8093	0	6
8094	1	512
8094	0	512
8095	1	512
8095	0	0
8095	0	512
8096	1	512
8096	0	512
8097	1	512
8097	0	512
8098	1	512
8098	0	512
8099	1	0
8099	0	512
8100	1	512
8100	0	256
8101	1	512
8102	1	605
8102	0	15
8102	0	56
8104	2	0
8104	0	49
8105	1	512
8105	0	512
8106	1	0
8107	1	0
8108	1	512
8109	1	512
8109	0	512
8110	1	512
8111	1	512
8111	0	512
8112	1	0
8112	0	0
8113	1	512
8114	1	512
8114	0	0
8115	1	536
8115	0	0
8115	0	0
8117	2	212
8117	0	48
8118	1	512
8119	1	512
8119	0	512
8120	1	512
8120	0	0
8120	0	139
8123	3	0
8123	0	0
8125	2	512
8125	0	0
8125	0	512
8127	2	0
8127	0	512
8127	0	3
8131	4	0
8131	0	0
8132	1	41
8137	5	512
8137	0	0
8138	1	0
8140	2	512
8141	1	512
8142	1	512
8142	0	0
8144	2	512
8145	1	0
8147	2	0
8148	1	5
8149	1	5
8151	2	0
8153	2	44
8156	3	0
8156	0	33
8157	1	34
8167	10	0
8170	3	0
8173	3	512
8174	1	33
8175	1	0
8181	6	52
8187	6	0
8190	3	0
8195	5	0
8196	1	256
8199	3	36
8201	2	0
8203	2	512
8204	1	512
8206	2	0
8206	0	0
8210	4	1
8211	1	5
8220	9	0
8220	0	0
8221	1	512
8222	1	512
8223	1	512
8225	2	0
8226	1	0
8227	1	512
8229	2	512
8229	0	512
8238	9	1
8238	0	1
8238	0	1
8239	1	1
8239	0	0
8240	1	0
8240	0	0
8241	1	0
8241	0	0
8244	3	256
8252	8	0
8253	1	0
8254	1	0
8254	0	0
8255	1	0
8256	1	3
8257	1	0
8259	2	0
8267	8	5
8267	0	0
8270	3	0
8272	2	512
8274	2	512
8275	1	512
8275	0	2
8275	0	0
8279	4	0
8285	6	0
8285	0	0
8286	1	512
8288	2	5
8291	3	0
8291	0	13
8292	1	212
8298	6	0
8300	2	212
8301	1	0
8303	2	0
8303	0	512
8308	5	0
8313	5	1
8314	1	1
8316	2	33
8326	10	0
8327	1	512
8327	0	0
8328	1	512
8329	1	512
8329	0	512
8330	1	512
8330	0	512
8331	1	512
8331	0	512
8332	1	512
8332	0	512
8333	1	512
8334	1	512
8334	0	512
8335	1	512
8335	0	512
8336	1	350
8336	0	536
8338	2	5
8340	2	0
8349	9	36
8350	1	34
8351	1	0
8351	0	15
8353	2	5
8355	2	0
8356	1	512
8357	1	512
8357	0	512
8357	0	0
8358	1	5
8358	0	70
8359	1	3
8359	0	0
8360	1	512
8360	0	15
8361	1	512
8361	0	0
8362	1	0
8362	0	0
8363	1	512
8363	0	45
8363	0	3
8363	0	15
8364	1	0
8364	0	15
8364	0	0
8365	1	15
8365	0	0
8365	0	5
8366	1	15
8367	1	512
8367	0	0
8367	0	0
8367	0	512
8368	1	512
8368	0	15
8369	1	512
8370	1	3
8370	0	0
8372	2	512
8373	1	331
8377	4	512
8379	2	512
8382	3	54
8383	1	512
8383	0	49
8384	1	39
8384	0	471
8391	7	32
8393	2	8
8395	2	0
8397	2	0
8398	1	212
8399	1	0
8400	1	256
8402	2	65
8404	2	60
8405	1	0
8405	0	2
8413	8	512
8413	0	0
8414	1	512
8414	0	195
8415	1	39
8416	1	0
8417	1	0
8419	2	5
8422	3	0
8423	1	3
8423	0	0
8426	3	160
8426	0	512
8427	1	15
8427	0	5
8428	1	160
8429	1	0
8430	1	0
8431	1	212
8431	0	512
8432	1	512
8432	0	162
8433	1	512
8433	0	512
8433	0	52
8434	1	485
8437	3	42
8437	0	34
8438	1	34
8441	3	6
8442	1	0
8442	0	0
8443	1	0
8444	1	0
8444	0	0
8448	4	512
8450	2	512
8450	0	0
8451	1	0
8451	0	512
8452	1	256
8453	1	55
8454	1	512
8456	2	0
8456	0	43
8456	0	0
8457	1	212
8457	0	0
8457	0	0
8458	1	0
8459	1	0
8462	3	5
8466	4	0
8466	0	0
8467	1	0
8478	11	0
8481	3	512
8482	1	0
8486	4	512
8486	0	75
8487	1	0
8487	0	0
8488	1	15
8489	1	512
8495	6	3
8497	2	0
8500	3	57
8501	1	55
8504	3	406
8506	2	406
8506	0	0
8507	1	0
8508	1	0
8514	6	5
8514	0	36
8517	3	51
8518	1	40
8520	2	0
8520	0	15
8521	1	0
8522	1	512
8523	1	512
8524	1	0
8525	1	512
8525	0	512
8526	1	512
8527	1	512
8527	0	0
8528	1	0
8529	1	0
8535	6	0
8537	2	512
8537	0	0
8538	1	512
8539	1	512
8539	0	0
8539	0	461
8540	1	0
8544	4	34
8547	3	0
8550	3	15
8553	3	0
8555	2	512
8555	0	0
8556	1	256
8558	2	38
8566	8	0
8573	7	0
8574	1	0
8575	1	512
8576	1	0
8576	0	0
8577	1	512
8579	2	15
8580	1	40
8582	2	0
8585	3	466
8585	0	57
8588	3	536
8588	0	20
8589	1	0
8590	1	5
8593	3	38
8598	5	0
8599	1	512
8601	2	0
8603	2	256
8606	3	0
8608	2	3
8609	1	0
8611	2	512
8615	4	0
8616	1	512
8616	0	13
8616	0	212
8617	1	234
8620	3	0
8621	1	0
8623	2	512
8629	6	512
8629	0	344
8630	1	0
8641	11	5
8644	3	52
8644	0	0
8646	2	512
8647	1	512
8653	6	0
8654	1	3
8656	2	0
8657	1	0
8658	1	512
8659	1	512
8659	0	512
8662	3	47
8669	7	42
8671	2	0
8671	0	40
8671	0	0
8671	0	512
8672	1	512
8672	0	512
8674	2	0
8678	4	0
8679	1	0
8680	1	512
8680	0	512
8687	7	39
8694	7	44
8696	2	512
8697	1	31
8698	1	5
8698	0	44
8701	3	0
8703	2	1460
8703	0	0
8703	0	7
8703	0	37
8704	1	3
8705	1	0
8708	3	5
8711	3	0
8712	1	3
8717	5	0
8721	4	512
8722	1	6
8739	17	512
8739	0	0
8739	0	512
8740	1	512
8740	0	187
8740	0	0
8742	2	256
8745	3	0
8745	0	3
8748	3	0
8749	1	49
8749	0	1
8750	1	536
8750	0	392
8751	1	46
8751	0	0
8752	1	1
8754	2	61
8755	1	256
8756	1	0
8761	5	0
8766	5	42
8767	1	0
8770	3	0
8773	3	0
8776	3	212
8777	1	512
8780	3	15
8780	0	5
8783	3	19
8790	7	5
8791	1	5
8797	6	0
8801	4	512
8802	1	0
8804	2	512
8804	0	512
8806	2	0
8808	2	0
8812	4	0
8812	0	42
8813	1	512
8814	1	512
8828	14	0
8829	1	0
8830	1	512
8831	1	512
8831	0	512
8833	2	512
8836	3	0
8837	1	212
8842	5	19
8851	9	512
8851	0	93
8853	2	0
8859	6	37
8859	0	41
8866	7	44
8870	4	512
8871	1	512
8872	1	0
8873	1	0
8874	1	0
8874	0	8
8874	0	256
8875	1	223
8883	8	5
8888	5	0
8890	2	31
8891	1	31
8893	2	0
8893	0	0
8894	1	137
8895	1	512
8896	1	15
8897	1	85
8898	1	39
8902	4	0
8902	0	5
8905	3	512
8905	0	0
8906	1	15
8907	1	512
8907	0	98
8911	4	0
8911	0	0
8912	1	45
8912	0	3
8913	1	256
8915	2	512
8915	0	6
8915	0	512
8916	1	512
8916	0	200
8919	3	0
8920	1	33
8921	1	512
8926	5	15
8926	0	0
8936	10	0
8938	2	212
8939	1	0
8942	3	60
8949	7	0
8951	2	512
8952	1	512
8954	2	0
8956	2	512
8957	1	0
8958	1	0
8959	1	212
8960	1	3
8965	5	0
8966	1	0
8966	0	0
8967	1	512
8969	2	0
8970	1	512
8970	0	512
8971	1	512
8971	0	512
8972	1	0
8976	4	0
8979	3	0
8980	1	0
8984	4	0
8985	1	512
8986	1	34
8990	4	0
8991	1	0
8993	2	0
8993	0	46
8995	2	130
8997	2	5
9001	4	0
9001	0	0
9002	1	212
9004	2	97
9006	2	50
9006	0	0
9007	1	42
9007	0	0
9007	0	3
9008	1	512
9009	1	512
9010	1	512
9015	5	13
9023	8	0
9026	3	3
9042	16	5
9044	2	41
9046	2	42
9052	6	5
9052	0	0
9053	1	5
9054	1	0
9054	0	3
9057	3	512
9057	0	305
9058	1	512
9062	4	6
9062	0	0
9065	3	512
9066	1	42
9075	9	5
9076	1	0
9078	2	0
9078	0	15
9078	0	256
9078	0	21
9079	1	3
9080	1	0
9081	1	512
9081	0	41
9082	1	512
9082	0	512
9085	3	85
9085	0	0
9087	2	512
9089	2	0
9089	0	0
9090	1	512
9091	1	512
9091	0	0
9093	2	0
9094	1	512
9095	1	512
9095	0	512
9096	1	512
9098	2	512
9098	0	0
9098	0	0
9099	1	0
9102	3	512
9102	0	512
9102	0	512
9102	0	512
9105	3	512
9105	0	8
9111	6	20
9114	3	0
9127	13	5
9140	13	0
9151	11	0
9153	2	212
9153	0	42
9160	7	0
9161	1	0
9161	0	0
9163	2	512
9165	2	0
9167	2	0
9174	7	47
9178	4	5
9178	0	8
9180	2	0
9181	1	43
9186	5	15
9190	4	36
9191	1	36
9194	3	0
9197	3	512
9200	3	0
9202	2	512
9206	4	0
9207	1	0
9209	2	0
9209	0	0
9212	3	0
9218	6	2
9219	1	256
9219	0	256
9220	1	256
9221	1	405
9221	0	0
9224	3	15
9227	3	0
9229	2	0
9230	1	0
9234	4	0
9235	1	3
9236	1	0
9238	2	512
9238	0	3
9249	11	0
9251	2	0
9252	1	1
9254	2	1
9255	1	0
9255	0	0
9255	0	512
9255	0	45
9256	1	0
9256	0	3
9258	2	512
9258	0	512
9259	1	512
9260	1	512
9263	3	43
9267	4	0
9268	1	43
9270	2	512
9271	1	0
9275	4	15
9276	1	8
9277	1	0
9277	0	6
9279	2	44
9284	5	15
9285	1	5
9288	3	0
9288	0	38
9288	0	0
9293	5	15
9299	6	0
9299	0	0
9302	3	512
9302	0	212
9303	1	0
9303	0	0
9305	2	0
9306	1	512
9306	0	512
9308	2	512
9309	1	512
9310	1	512
9310	0	512
9311	1	512
9312	1	512
9312	0	512
9313	1	479
9319	6	36
9322	3	5
9326	4	512
9327	1	512
9329	2	260
9329	0	0
9331	2	79
9331	0	0
9332	1	0
9334	2	6
9340	6	0
9340	0	0
9343	3	0
9343	0	0
9346	3	512
9346	0	0
9346	0	0
9347	1	5
9347	0	256
9350	3	5
9351	1	15
9356	5	39
9359	3	512
9361	2	0
9362	1	512
9363	1	512
9366	3	512
9366	0	0
9375	9	15
9378	3	0
9382	4	512
9382	0	30
9383	1	512
9383	0	512
9384	1	512
9384	0	369
9388	4	41
9390	2	0
9395	5	0
9396	1	512
9396	0	0
9397	1	512
9397	0	512
9398	1	73
9400	2	0
9401	1	512
9402	1	361
9408	6	0
9411	3	512
9411	0	5
9418	7	0
9420	2	0
9421	1	512
9422	1	35
9422	0	256
9424	2	85
9427	3	0
9428	1	0
9428	0	0
9436	8	5
9437	1	8
9453	16	0
9454	1	3
9456	2	0
9457	1	0
9457	0	0
9457	0	0
9459	2	512
9459	0	212
9459	0	212
9461	2	49
9470	9	15
9470	0	0
9471	1	0
9473	2	42
9474	1	49
9476	2	6
9477	1	0
9478	1	5
9478	0	256
9479	1	0
9480	1	54
9481	1	39
9481	0	0
9482	1	0
9483	1	0
9483	0	0
9483	0	0
9484	1	512
9484	0	102
9488	4	5
9496	8	512
9496	0	512
9497	1	512
9497	0	512
9498	1	512
9499	1	512
9500	1	39
9502	2	0
9502	0	0
9503	1	3
9506	3	512
9507	1	512
9508	1	512
9508	0	167
9508	0	0
9510	2	0
9518	8	0
9522	4	266
9522	0	0
9525	3	0
